date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:52:13	290736/290736	---M-Z	200	added ('OK')	text/html	etag:W/%229ea3007a39473f2bf64c64a7497a92b6--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-livingston-la	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-livingston-la.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-studies)
10:52:15	291404/291404	---M-Z	200	added ('OK')	text/html	etag:W/%2261ac19a19b93232f7698bafb047470b1--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-walker-la	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-walker-la.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-studies)
10:52:16	287066/287066	---M-Z	200	added ('OK')	text/html	etag:W/%22fbfa055110976ee9b61aa01a843b5351--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-berkeley-ca	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-berkeley-ca.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-studies)
10:52:17	280075/280075	---M-Z	200	added ('OK')	text/html	etag:W/%229e0a90e8b100c1731621b39d394f520f--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-pike-road-al	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-pike-road-al.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-studies)
10:52:18	291425/291425	---M-Z	200	added ('OK')	text/html	etag:W/%2239f14a9eb2d667298f2fbb26c59f7314--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-hillsborough-fl	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-hillsborough-fl.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-studies)
10:52:18	282462/282462	---M-Z	200	added ('OK')	text/html	etag:W/%222896f8c0adab65fb6a9809cdc93d8883--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-glenwillow-oh	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-glenwillow-oh.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-studies)
10:52:19	280586/280586	---M-Z	200	added ('OK')	text/html	etag:W/%228329a32c05db7bed8617e942f5f4c201--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-western-kansas	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-western-kansas.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-studies)
10:52:20	290534/290534	---M-Z	200	added ('OK')	text/html	etag:W/%2221eb1d29b3fb8f51983c51877e0464c3--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/case-study-genesee-county-mi	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/case-study-genesee-county-mi.html	(from https://wisteria-clownfish-y7xn.squarespace.com/case-studies)
10:52:22	277422/277422	---M-Z	200	added ('OK')	text/html	etag:W/%2276626f7d2dd2e35dd269265d668b2918--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/tools-resources-social-vulnerability-index-mapping-dashboard	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/tools-resources-social-vulnerability-index-mapping-dashboard.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:22	276167/276167	---M-Z	200	added ('OK')	text/html	etag:W/%22ae9ab9dee5b60ad0d63020de91f18106--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/tools-resources-lsu-agcenter-flood-maps	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/tools-resources-lsu-agcenter-flood-maps.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:23	278430/278430	---M-Z	200	added ('OK')	text/html	etag:W/%227ed36bb38aed319339104d521504e967--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/tools-resources-coastal-resilience-decision-support-tool	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/tools-resources-coastal-resilience-decision-support-tool.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:24	276023/276023	---M-Z	200	added ('OK')	text/html	etag:W/%22a91994590bd01d3160d0c7eb0552990c--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/tools-resources-the-nature-conservancy-climate-wizard	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/tools-resources-the-nature-conservancy-climate-wizard.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:26	276504/276504	---M-Z	200	added ('OK')	text/html	etag:W/%22dd63959034de87c4ca7e53ffd61134e6--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/tools-resources-noaa-sea-level-rise-viewer	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/tools-resources-noaa-sea-level-rise-viewer.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:26	280429/280429	---M-Z	200	added ('OK')	text/html	etag:W/%2253a8ee36130f96c541920b07787585eb--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/tools-resources-cpra-flood-risk-and-resilience-viewer	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/tools-resources-cpra-flood-risk-and-resilience-viewer.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:27	277678/277678	---M-Z	200	added ('OK')	text/html	etag:W/%22d7aeb16034befea726b6645933745d49--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/tools-resources-coastal-emergency-risk-assessment	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/tools-resources-coastal-emergency-risk-assessment.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:28	281574/281574	---M-Z	200	added ('OK')	text/html	etag:W/%22abd72b8ef13c85497a0505ebd18305af--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/tools-resources-americas-wetland-foundation	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/tools-resources-americas-wetland-foundation.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:29	278339/278339	---M-Z	200	added ('OK')	text/html	etag:W/%224db1352ebe9803ea5eaa63f6be205ad2--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-americas-wetland-foundation-blue-ribbon-resilient-communities	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-americas-wetland-foundation-blue-ribbon-resilient-communities.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:31	277460/277460	---M-Z	200	added ('OK')	text/html	etag:W/%224d8aa4e42eeb1e77124929c8b43dea85--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-baton-rouge-area-foundation	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-baton-rouge-area-foundation.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:32	282376/282376	---M-Z	200	added ('OK')	text/html	etag:W/%22837e523b43b623c66f301b68b7c80bb7--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-center-for-climate-strategies-adaptation-guidebook-comprehensive-climate-action	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-center-for-climate-strategies-adaptation-guidebook-comprehensive-climate-action.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:32	278354/278354	---M-Z	200	added ('OK')	text/html	etag:W/%22f3782edeb2437f04d8dc818d015056c2--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-center-for-natural-resource-economics-policy	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-center-for-natural-resource-economics-policy.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:33	279246/279246	---M-Z	200	added ('OK')	text/html	etag:W/%221a319981d0f0947624825af01fc7bba1--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-center-for-planning-excellence	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-center-for-planning-excellence.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:34	279308/279308	---M-Z	200	added ('OK')	text/html	etag:W/%22b2e3d5b53c6c324520709725f3cf8ba1--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-coastal-protection-and-restoration-authority	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-coastal-protection-and-restoration-authority.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:35	282750/282750	---M-Z	200	added ('OK')	text/html	etag:W/%226daecd26bf2d729d1c72a4616df75670--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-economic-assessments-of-coastal-restoration-in-louisiana	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-economic-assessments-of-coastal-restoration-in-louisiana.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:36	283556/283556	---M-Z	200	added ('OK')	text/html	etag:W/%229bfd9dfa3d1fb8bb5a41f5f32a0db53c--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-federal-emergency-management-agency	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-federal-emergency-management-agency.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:38	284689/284689	---M-Z	200	added ('OK')	text/html	etag:W/%22b33db11d334dded2c7144f5952f832b5--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-global-green-usa	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-global-green-usa.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:38	280347/280347	---M-Z	200	added ('OK')	text/html	etag:W/%220cd155835376a9e4c053d331014deddc--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-greater-new-orleans-community-data-center	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-greater-new-orleans-community-data-center.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
10:52:40	276640/276640	---M-Z	200	added ('OK')	text/html	etag:W/%221c54fe06899d9d073027b464e23fd9f1--gzip%22	https://wisteria-clownfish-y7xn.squarespace.com/resource-greater-new-orleans-hurricane-and-storm-damage-risk-reduction-system	/Users/austinfranklin/Desktop/asdfasdf%20/resiliency/wisteria-clownfish-y7xn.squarespace.com/resource-greater-new-orleans-hurricane-and-storm-damage-risk-reduction-system.html	(from https://wisteria-clownfish-y7xn.squarespace.com/tools-resources)
